# index, node_type, node_subtype, name, _pos
317,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD02,"array([ -3.07208498, -20.55237519])"
318,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD03,"array([ -2.78377481, -22.29843885])"
319,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD04,"array([ -2.05582194, -24.30798628])"
320,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD05,"array([ -0.86951033, -24.26018259])"
321,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD06,"array([  0.53095704, -22.92323381])"
322,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD07,"array([  1.77124587, -24.36885783])"
323,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD08,"array([-14.7423611, -34.3600184])"
324,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD09,"array([22.30020949, -2.70738036])"
325,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD10,"array([-14.97955795,   6.44786207])"
326,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD11,"array([ -2.85126038, -17.06508729])"
327,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD12,"array([ -1.47395769, -15.43102751])"
328,MOTOR NEURONS,VENTRAL CORD MOTOR NEURONS,VD13,"array([ -1.75975774, -15.89693889])"
329,MOTOR NEURONS,BODYWALL MUSCLES,dBWML1,"array([-17.24481731, -16.75929442])"
330,MOTOR NEURONS,BODYWALL MUSCLES,dBWML2,"array([-17.15221394, -17.657909  ])"
331,MOTOR NEURONS,BODYWALL MUSCLES,dBWML3,"array([-15.15806356,   0.69415768])"
332,MOTOR NEURONS,BODYWALL MUSCLES,dBWML4,"array([-24.11501347,  -3.66730133])"
333,MOTOR NEURONS,BODYWALL MUSCLES,dBWML5,"array([7.85048319, 1.26547078])"
334,MOTOR NEURONS,BODYWALL MUSCLES,dBWML6,"array([-16.49278048, -18.31323996])"
335,MOTOR NEURONS,BODYWALL MUSCLES,dBWML7,"array([8.47343763, 4.56030529])"
336,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR1,"array([-15.58495955, -14.07920225])"
337,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR2,"array([-11.58218253,  10.83963195])"
338,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR3,"array([14.65320625, -3.63773029])"
339,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR4,"array([-14.55297577, -19.59315586])"
340,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR5,"array([-15.07073104, -18.72658309])"
341,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR6,"array([-15.83855756, -15.19133004])"
342,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR7,"array([-16.57192367, -15.99543873])"
343,MOTOR NEURONS,BODYWALL MUSCLES,vBWML1,"array([-11.49547453, -23.39001274])"
344,MOTOR NEURONS,BODYWALL MUSCLES,vBWML2,"array([ 13.81994262, -24.30690691])"
345,MOTOR NEURONS,BODYWALL MUSCLES,vBWML3,"array([ 19.13303567, -22.07604195])"
346,MOTOR NEURONS,BODYWALL MUSCLES,vBWML4,"array([-25.70533932, -15.14448488])"
347,MOTOR NEURONS,BODYWALL MUSCLES,vBWML5,"array([  2.43465743, -34.66701919])"
348,MOTOR NEURONS,BODYWALL MUSCLES,vBWML6,"array([-19.73852425, -30.83866937])"
349,MOTOR NEURONS,BODYWALL MUSCLES,vBWML7,"array([ 8.96339848, 11.53860421])"
350,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR1,"array([ -4.15176537, -40.74747268])"
351,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR2,"array([ -6.51055565, -38.50749604])"
352,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR3,"array([14.97824304, -6.7715858 ])"
353,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR4,"array([-27.2175583 ,  -3.68111539])"
354,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR5,"array([-25.53928975,  -6.3547242 ])"
355,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR6,"array([-17.53570687,  11.03568384])"
356,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR7,"array([9.0366497 , 8.13359981])"
357,MOTOR NEURONS,BODYWALL MUSCLES,dBWML8,"array([6.32090684, 9.56704148])"
358,MOTOR NEURONS,BODYWALL MUSCLES,dBWML9,"array([12.30625243, -1.98158303])"
359,MOTOR NEURONS,BODYWALL MUSCLES,dBWML10,"array([-28.46681711, -20.0066035 ])"
360,MOTOR NEURONS,BODYWALL MUSCLES,dBWML11,"array([20.07706275, -5.34698557])"
361,MOTOR NEURONS,BODYWALL MUSCLES,dBWML12,"array([ 18.3922864 , -10.58020556])"
362,MOTOR NEURONS,BODYWALL MUSCLES,dBWML13,"array([ -9.10710937, -40.16354392])"
363,MOTOR NEURONS,BODYWALL MUSCLES,dBWML14,"array([ 24.23906412, -15.82046815])"
364,MOTOR NEURONS,BODYWALL MUSCLES,dBWML15,"array([ 13.45534098, -21.19625831])"
365,MOTOR NEURONS,BODYWALL MUSCLES,dBWML16,"array([-25.97898778, -21.99497611])"
366,MOTOR NEURONS,BODYWALL MUSCLES,dBWML17,"array([16.74843324, -1.96341163])"
367,MOTOR NEURONS,BODYWALL MUSCLES,dBWML18,"array([-28.26049439,  -6.98604347])"
368,MOTOR NEURONS,BODYWALL MUSCLES,dBWML19,"array([  4.14578542, -39.57204234])"
369,MOTOR NEURONS,BODYWALL MUSCLES,dBWML20,"array([ 14.12944142, -17.99271799])"
370,MOTOR NEURONS,BODYWALL MUSCLES,dBWML21,"array([-25.53749825, -18.67765517])"
371,MOTOR NEURONS,BODYWALL MUSCLES,dBWML22,"array([-20.42252287,   9.11413259])"
372,MOTOR NEURONS,BODYWALL MUSCLES,dBWML23,"array([-14.24569252,  12.63071007])"
373,MOTOR NEURONS,BODYWALL MUSCLES,dBWML24,"array([-28.38754538, -13.12830713])"
374,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR8,"array([10.5680597 ,  3.03200366])"
375,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR9,"array([-12.03240294,   5.07426314])"
376,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR10,"array([ 11.44582524, -26.38528964])"
377,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR11,"array([-16.79462226, -32.07621548])"
378,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR12,"array([ 16.81592967, -19.2149123 ])"
379,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR13,"array([-11.46391845, -38.0991822 ])"
380,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR14,"array([  8.06286014, -31.23664029])"
381,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR15,"array([ 19.89345506, -19.48996505])"
382,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR16,"array([-12.10209194,   7.96880753])"
383,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR17,"array([10.33981738,  0.04424218])"
384,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR18,"array([-17.70934584,   7.71969777])"
385,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR19,"array([  5.45519343, -33.17718076])"
386,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR20,"array([-31.17306779, -11.44459557])"
387,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR21,"array([ -5.05368486, -35.68054483])"
388,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR22,"array([-23.09137583,   7.04476594])"
389,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR23,"array([-20.5516886 ,  -3.31229819])"
390,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR24,"array([-20.44785715,   5.72259183])"
391,MOTOR NEURONS,BODYWALL MUSCLES,vBWML8,"array([ 21.20414718, -25.76923352])"
392,MOTOR NEURONS,BODYWALL MUSCLES,vBWML9,"array([ 21.52715707, -17.07837879])"
393,MOTOR NEURONS,BODYWALL MUSCLES,vBWML10,"array([-27.06264412,   2.21242965])"
394,MOTOR NEURONS,BODYWALL MUSCLES,vBWML11,"array([ 9.89281582, -5.57862243])"
395,MOTOR NEURONS,BODYWALL MUSCLES,vBWML12,"array([-31.13117475, -18.46740556])"
396,MOTOR NEURONS,BODYWALL MUSCLES,vBWML13,"array([-11.98255069,   2.19254447])"
397,MOTOR NEURONS,BODYWALL MUSCLES,vBWML14,"array([  8.24569206, -34.71316997])"
398,MOTOR NEURONS,BODYWALL MUSCLES,vBWML15,"array([17.90440503, -7.71818266])"
399,MOTOR NEURONS,BODYWALL MUSCLES,vBWML16,"array([14.02873358,  7.86478522])"
400,MOTOR NEURONS,BODYWALL MUSCLES,vBWML17,"array([-22.35047198,  -6.161737  ])"
401,MOTOR NEURONS,BODYWALL MUSCLES,vBWML18,"array([ 21.13015179, -11.15749453])"
402,MOTOR NEURONS,BODYWALL MUSCLES,vBWML19,"array([ -0.57188341, -13.87926591])"
403,MOTOR NEURONS,BODYWALL MUSCLES,vBWML20,"array([15.5823076 , -9.53227381])"
404,MOTOR NEURONS,BODYWALL MUSCLES,vBWML21,"array([-19.54893779, -34.39392573])"
405,MOTOR NEURONS,BODYWALL MUSCLES,vBWML22,"array([-23.75173607, -24.00239313])"
406,MOTOR NEURONS,BODYWALL MUSCLES,vBWML23,"array([12.51609331, -5.12364263])"
407,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR8,"array([ -4.88050799, -23.43801106])"
408,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR9,"array([ -5.26332954, -25.4249621 ])"
409,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR10,"array([-10.36522142,  13.805169  ])"
410,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR11,"array([-23.74269242,   1.64515227])"
411,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR12,"array([4.41359779, 0.51650524])"
412,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR13,"array([11.0649067 ,  6.23872801])"
413,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR14,"array([5.73875337, 3.24333916])"
414,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR15,"array([ 21.33177874, -14.10277019])"
415,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR16,"array([ 2.41302443, 14.28079733])"
416,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR17,"array([-21.219962  ,   3.08067295])"
417,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR18,"array([13.32555206,  4.67211811])"
418,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR19,"array([ 13.22616126, -11.20107117])"
419,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR20,"array([  5.17239955, -36.43881923])"
420,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR21,"array([-22.48841148, -33.1498385 ])"
421,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR22,"array([ 23.33917421, -19.60530314])"
422,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR23,"array([-14.97779881,   3.5945045 ])"
423,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR24,"array([17.27205879, -4.94749958])"
424,MOTOR NEURONS,OTHER END ORGANS,CEPshDL,"array([20.64250423,  0.5518339 ])"
425,MOTOR NEURONS,OTHER END ORGANS,CEPshDR,"array([-23.96619379, -26.9730723 ])"
426,MOTOR NEURONS,OTHER END ORGANS,CEPshVL,"array([-10.37880815, -10.4159239 ])"
427,MOTOR NEURONS,OTHER END ORGANS,CEPshVR,"array([-14.8313481 ,   9.45733965])"
428,MOTOR NEURONS,OTHER END ORGANS,GLRDL,"array([-15.27381228, -17.01651816])"
429,MOTOR NEURONS,OTHER END ORGANS,GLRDR,"array([-13.9037902 , -15.06927115])"
430,MOTOR NEURONS,OTHER END ORGANS,GLRL,"array([-10.43090378, -21.87758102])"
431,MOTOR NEURONS,OTHER END ORGANS,GLRR,"array([-13.42520461, -18.01386778])"
432,MOTOR NEURONS,OTHER END ORGANS,GLRVL,"array([-10.01456819, -19.4866574 ])"
433,MOTOR NEURONS,OTHER END ORGANS,GLRVR,"array([-10.60366511, -18.88054076])"
434,MOTOR NEURONS,OTHER END ORGANS,CANL,"array([-20.43715433,   0.23507335])"
435,MOTOR NEURONS,OTHER END ORGANS,CANR,"array([ -1.75874886, -11.52781378])"
436,MOTOR NEURONS,OTHER END ORGANS,exc_gl,"array([-11.07935113, -11.60845792])"
437,MOTOR NEURONS,OTHER END ORGANS,exc_cell,"array([-17.88240107,  -1.23651451])"
438,MOTOR NEURONS,OTHER END ORGANS,hmc,"array([  7.88528598, -38.14321323])"
439,MOTOR NEURONS,OTHER END ORGANS,hyp,"array([ -2.38093474, -15.96175073])"
440,MOTOR NEURONS,OTHER END ORGANS,mu_intL,"array([-30.32417652,  -4.48788077])"
441,MOTOR NEURONS,OTHER END ORGANS,mu_intR,"array([ 18.74142785, -16.64025687])"
442,MOTOR NEURONS,OTHER END ORGANS,mu_anal,"array([ 22.13948059, -22.54608205])"
443,MOTOR NEURONS,OTHER END ORGANS,mu_sph,"array([11.73391048,  9.80815955])"
444,SEX-SPECIFIC CELLS,MOTOR NEURONS,HSNL,"array([ -2.82798823, -12.87046016])"
445,SEX-SPECIFIC CELLS,MOTOR NEURONS,HSNR,"array([ -2.06787037, -13.62895783])"
446,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC01,"array([ -4.60320528, -19.31851084])"
447,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC02,"array([ -6.208857  , -20.02927716])"
448,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC03,"array([ -5.54528114, -18.86413981])"
449,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC04,"array([ 18.640474  , -13.60395218])"
450,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC05,"array([ -1.12872503, -12.934832  ])"
451,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC06,"array([ -2.65144829, -13.43638917])"
452,SEX-SPECIFIC CELLS,MUSCLES,um2AL,"array([-24.41641183,  -9.03741359])"
453,SEX-SPECIFIC CELLS,MUSCLES,um2AR,"array([ 14.12822121, -27.4084648 ])"
454,SEX-SPECIFIC CELLS,MUSCLES,um1AL,"array([-25.83006439,  -0.79156116])"
455,SEX-SPECIFIC CELLS,MUSCLES,um1AR,"array([23.77568989, -9.11218756])"
456,SEX-SPECIFIC CELLS,MUSCLES,um1PL,"array([ 13.74486362, -34.21642415])"
457,SEX-SPECIFIC CELLS,MUSCLES,um1PR,"array([ 16.3832294 , -32.18318775])"
458,SEX-SPECIFIC CELLS,MUSCLES,um2PL,"array([-31.29228387, -14.8232013 ])"
459,SEX-SPECIFIC CELLS,MUSCLES,um2PR,"array([-14.48851152, -38.03662954])"
460,SEX-SPECIFIC CELLS,MUSCLES,vm2AL,"array([-29.63546631, -22.95487695])"
461,SEX-SPECIFIC CELLS,MUSCLES,vm2AR,"array([18.73758559,  3.62076286])"
462,SEX-SPECIFIC CELLS,MUSCLES,vm1AL,"array([14.56906461, -0.28077448])"
463,SEX-SPECIFIC CELLS,MUSCLES,vm1AR,"array([ 10.5408167 , -29.34299905])"
464,SEX-SPECIFIC CELLS,MUSCLES,vm1PL,"array([-28.39797665, -16.55904128])"
465,SEX-SPECIFIC CELLS,MUSCLES,vm1PR,"array([-28.99167118,  -0.95452478])"
