synapse_from,synapse_to,synapse_type,neurotransmitter,receptor,g_max_ns,delay_ms,weight,note
6692908,17729410,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
6692908,20343986,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
6723364,4664256,chem,other,none,5.00,0.50,17,子图 MD 痛觉 内部化学连接
6723364,6723364,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
6723364,10319019,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
6723364,12325227,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
6723364,16356967,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
6723364,17105977,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
6723364,17108278,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
6723364,17729088,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
7124156,10229852,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
7124156,11003551,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
7124156,13743125,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
7124156,14493841,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
7124156,16561284,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
7719118,3862443,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
7719118,4664256,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
7719118,5769582,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
7719118,9753418,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
7719118,11037238,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
7719118,11291653,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
7719118,16541149,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8118947,8118947,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8118947,11003551,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,2881070,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
8229118,6692908,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,9202326,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,9422291,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,9530532,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,10982951,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,16490014,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,17165621,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,18655517,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
8229118,20343986,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
8229118,20443420,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8229118,21220994,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8412625,3862443,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8412625,5769582,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
8412625,9720614,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8412625,11291653,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8412625,15514582,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
8697453,3862443,chem,other,none,5.00,0.50,11,子图 MD 痛觉 内部化学连接
8697453,5691934,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,5750884,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8697453,7719118,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,8805777,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,9241349,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8697453,9422291,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,9720614,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
8697453,10893103,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,10982951,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,12273754,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,12325227,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
8697453,14338439,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,17165621,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,17360254,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8697453,18058644,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8697453,18655517,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8697453,20443420,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8805777,3862443,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
8805777,6692908,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8805777,8412625,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8805777,8939384,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8805777,8970595,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8805777,9202326,chem,other,none,5.00,0.50,9,子图 MD 痛觉 内部化学连接
8805777,9241349,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8805777,9422291,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8805777,9637388,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8805777,9720614,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8805777,10982951,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8805777,18656202,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8805777,20443420,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8821758,1141813,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8821758,2511238,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8821758,2881070,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8821758,3862443,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8821758,6692908,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8821758,8805777,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8821758,8821758,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8821758,9507904,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8821758,9530532,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
8821758,9621307,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8821758,18655517,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8821758,20443420,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8826198,4664256,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8826198,9720614,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8826198,9753418,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8826198,13743125,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8826198,14493841,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8826198,16347283,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8826198,17326218,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8939384,9720614,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8939384,18058644,chem,other,none,5.00,0.50,7,子图 MD 痛觉 内部化学连接
8970595,2881070,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8970595,4393350,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8970595,6692908,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
8970595,8939384,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8970595,9161929,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
8970595,9507904,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8970595,11361875,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8970595,12273754,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
8970595,17654624,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9051500,16561284,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9161929,1141813,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9161929,2881070,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9161929,4128002,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9161929,4393350,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9161929,8939384,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9161929,9507904,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9161929,9530532,chem,other,none,5.00,0.50,6,子图 MD 痛觉 内部化学连接
9161929,9621307,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9202326,5750884,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9202326,20443420,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9202326,20730780,chem,other,none,5.00,0.50,7,子图 MD 痛觉 内部化学连接
9241349,6633635,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9241349,8970595,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9241349,9720614,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
9241349,10893103,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
9241349,12325227,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9241349,18058644,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9241349,20343986,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9422291,5769582,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9422291,6692908,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9422291,8229118,chem,other,none,5.00,0.50,10,子图 MD 痛觉 内部化学连接
9422291,17165621,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9422291,21220994,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
9507904,11605567,chem,other,none,5.00,0.50,12,子图 MD 痛觉 内部化学连接
9507904,17756162,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
9530532,2881070,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
9530532,4128002,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9530532,4664256,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9530532,5744058,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
9530532,8805777,chem,other,none,5.00,0.50,12,子图 MD 痛觉 内部化学连接
9530532,9507904,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
9530532,9621307,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
9530532,14338439,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
9530532,16594752,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9530532,18655517,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9530532,20343986,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
9530532,20443598,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9530532,21220994,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9621307,7719118,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
9621307,8229118,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
9621307,9202326,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9621307,9422291,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9621307,9621307,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9621307,17165621,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9621307,17654624,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9637388,4664256,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9637388,5750884,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9637388,5762666,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9637388,6692908,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9637388,7719118,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
9637388,8229118,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
9637388,8412625,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
9637388,8697453,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9637388,9202326,chem,other,none,5.00,0.50,6,子图 MD 痛觉 内部化学连接
9637388,9422291,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
9637388,10982951,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9637388,11037238,chem,other,none,5.00,0.50,16,子图 MD 痛觉 内部化学连接
9637388,17165621,chem,other,none,5.00,0.50,6,子图 MD 痛觉 内部化学连接
9637388,17360254,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9637388,17729088,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
9637388,20443420,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9637388,20730780,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
9637388,21220994,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
9640873,4664256,chem,other,none,5.00,0.50,16,子图 MD 痛觉 内部化学连接
9640873,4680995,chem,other,none,5.00,0.50,7,子图 MD 痛觉 内部化学连接
9640873,5108525,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9640873,5762666,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
9640873,5769582,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
9640873,11037238,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9640873,12667895,chem,other,none,5.00,0.50,31,子图 MD 痛觉 内部化学连接
9640873,14493841,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9640873,15514582,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9640873,17105977,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9640873,17360254,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9640873,17729088,chem,other,none,5.00,0.50,20,子图 MD 痛觉 内部化学连接
9640873,18656202,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
9720614,3862443,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9720614,8412625,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
9720614,8826198,chem,other,none,5.00,0.50,6,子图 MD 痛觉 内部化学连接
9720614,9720614,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
9753418,5691934,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
9753418,5769582,chem,other,none,5.00,0.50,7,子图 MD 痛觉 内部化学连接
9753418,8826198,chem,other,none,5.00,0.50,6,子图 MD 痛觉 内部化学连接
9753418,15514582,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
9753418,17854345,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
9753418,17913199,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10079731,11361875,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10198121,8970595,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10198121,9051500,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10198121,16356967,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
10198121,17326218,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
10198121,18655517,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10198121,21250110,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10229852,13743125,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
10229852,16561284,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
10229852,17173922,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10319019,4664256,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
10319019,6723364,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
10319019,15514582,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
10319019,16541149,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10319019,18058644,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10319019,20443598,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10893103,8412625,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
10982951,3862443,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
10982951,5691934,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
10982951,5750884,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
10982951,5762666,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10982951,6633635,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
10982951,7719118,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10982951,8229118,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
10982951,9241349,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
10982951,9530532,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10982951,9621307,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10982951,9720614,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
10982951,10893103,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
10982951,12325227,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
10982951,16594752,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
10982951,20443420,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
11003551,11003551,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11003551,13743125,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11003551,17854345,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11037238,7719118,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11037238,9720614,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
11037238,9753418,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11037238,11291653,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11037238,16541149,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
11263687,2881070,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
11263687,3862443,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,5691934,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,5744058,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,5750884,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,6692908,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,8805777,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
11263687,8970595,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
11263687,9241349,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
11263687,9507904,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,9530532,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
11263687,9621307,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,10893103,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
11263687,11263687,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,12325227,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
11263687,14338439,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,16594752,chem,other,none,5.00,0.50,6,子图 MD 痛觉 内部化学连接
11263687,17360254,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11263687,20343986,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
11291653,8412625,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
11291653,10893103,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
11291653,11037238,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11291653,20730780,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11361875,11003551,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
11361875,11361875,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
11361875,13743125,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
11361875,16561284,chem,other,none,5.00,0.50,9,子图 MD 痛觉 内部化学连接
11361875,17173922,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
11361875,17854345,chem,other,none,5.00,0.50,6,子图 MD 痛觉 内部化学连接
12195879,6723364,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
12195879,9051500,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
12195879,10079731,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
12195879,10198121,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
12195879,10319019,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
12195879,16356967,chem,other,none,5.00,0.50,9,子图 MD 痛觉 内部化学连接
12195879,16541149,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12195879,16594752,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12195879,17108278,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12195879,17326218,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12195879,20443598,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,1042538,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,2511238,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,2881070,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
12273754,8229118,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,8805777,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,8821758,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
12273754,8939384,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,8970595,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
12273754,9161929,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,9507904,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,9530532,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,9621307,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
12273754,9637388,chem,other,none,5.00,0.50,7,子图 MD 痛觉 内部化学连接
12273754,9720614,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
12273754,12273754,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,12325227,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12273754,14338439,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
12273754,17105977,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
12273754,17654624,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
12273754,18058644,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
12325227,4128002,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12325227,12300089,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
12325227,17927604,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
12667895,4664256,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
12667895,4680995,chem,other,none,5.00,0.50,5,子图 MD 痛觉 内部化学连接
12667895,9640873,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12667895,12300089,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
12667895,12667895,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
12667895,14493841,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
13743125,13743125,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
13743125,14493841,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
13743125,16561284,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
13743125,17173922,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
13743125,17854345,chem,other,none,5.00,0.50,4,子图 MD 痛觉 内部化学连接
13743125,17913199,chem,other,none,5.00,0.50,7,子图 MD 痛觉 内部化学连接
14077615,4103336,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
14077615,14077615,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
14338439,5691934,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
14338439,5750884,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
14338439,5762666,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
14338439,9637388,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
14338439,11037238,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
14338439,11291653,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
14338439,12273754,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
14338439,12325227,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
14338439,17165621,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
14338439,17729088,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
14338439,20343986,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
14338439,20730780,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
14493841,13743125,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
14493841,16561284,chem,other,none,5.00,0.50,8,子图 MD 痛觉 内部化学连接
14493841,17173922,chem,other,none,5.00,0.50,3,子图 MD 痛觉 内部化学连接
14493841,17854345,chem,other,none,5.00,0.50,2,子图 MD 痛觉 内部化学连接
15514582,4664256,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
15514582,5769582,chem,other,none,5.00,0.50,1,子图 MD 痛觉 内部化学连接
